headline,date,doc_type,material_type,section,keywords
New Strawberry-Flavored H.I.V. Drugs for Babies Are Offered at $1 a Day,2019-11-29,article,News,,"['ACQUIRED IMMUNE DEFICIENCY SYNDROME', 'Drugs (Pharmaceuticals)', 'Children and Childhood', 'Babies and Infants', 'Nevirapine (Drug)', 'Inventions and Patents']"
You Can’t Fire Mark Zuckerberg’s Kid’s Kids,2019-11-27,article,Op-Ed,,"['Family Business', 'Shareholder Rights and Activism', 'Social Media', 'Computers and the Internet']"
‘Melody Makers’ Review: Another Go-Round With the Old-School British Rockers,2019-11-28,article,Review,,"['Documentary Films and Programs', 'Pop and Rock Music']"
Violence Rises in Iraq’s South Amid Crackdowns on Protests and Press,2019-11-28,article,News,,"['Demonstrations, Protests and Riots', 'Freedom of the Press']"
Not Lost in Translation: Provocative Foreign Fiction,2019-11-29,article,News,,['Books and Literature']
Elizabeth Warren Wants to Revoke Medals of Honor for Wounded Knee Massacre,2019-11-27,article,News,,"['United States Politics and Government', 'Native Americans', 'Presidential Election of 2020']"
Where to Eat and Drink at 14 N.Y.C. Museums Right Now,2019-11-28,article,News,,"['Restaurants', 'Museums', 'Art', 'ALCOHOLIC BEVERAGES', 'Coffee', 'Food']"
When Is a Star Not Always a Star? When It’s an Online Review,2019-11-28,article,News,,"['Consumer Reviews', 'E-Commerce', 'Frauds and Swindling']"
"Marilyn Yalom, Feminist Author and Historian, Is Dead at 87",2019-11-27,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Books and Literature', 'Writing and Writers', ""Women's Rights"", 'Women and Girls', 'Research']"
"Julián Castro, in Plan to End Hunger, Warns Against Neglecting the Poor",2019-11-27,article,News,,"['Presidential Election of 2020', 'Lunch and Breakfast Programs', 'Poverty', 'Campaign Finance', 'United States Politics and Government', 'Food', 'Law and Legislation']"
A Change in Medicare Has Therapists Alarmed,2019-11-29,article,News,,"['Therapy and Rehabilitation', 'Elderly', 'Nursing Homes', 'Health Insurance and Managed Care', 'Medicare', 'Elder Care', 'Physical Therapy', 'Home Health Care', 'Labor and Jobs', 'Regulation and Deregulation of Industry', 'your-feed-health']"
Le Bernardin Keeps Top Spot on La Liste,2019-11-29,article,News,,"['Restaurants', 'Awards, Decorations and Honors']"
Why I Left ‘Knives Out’ With Emotional Whiplash,2019-11-27,article,Op-Ed,,"['Immigration and Emigration', 'Movies', 'Hispanic-Americans']"
"Apple, Bowing to Russian Pressure, Recognizes Crimea Annexation on Map",2019-11-28,article,News,,"['Mobile Applications', 'Maps', 'Computers and the Internet']"
"Yasuhiro Nakasone, Assertive Prime Minister of Japan, Dies at 101",2019-11-29,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Politics and Government']"
Looking For Wedding Deals? Start on Black Friday,2019-11-27,article,News,,"['Shopping and Retail', 'Black Friday and Cyber Monday (Shopping)', 'Dresses', 'Gifts', 'Fashion and Apparel', 'Discount Selling']"
The Forgotten Origins of Paid Family Leave,2019-11-29,article,Op-Ed,,"[""Women's Rights"", 'Labor and Jobs', 'Family Leaves', 'Organized Labor']"
"In Albania, a Race to Save Lives on Ground That Keeps Shaking",2019-11-28,article,News,,"['Earthquakes', 'Buildings (Structures)', 'Rescues']"
Ability of a Company to Expand,2019-11-27,article,News,,['Crossword Puzzles']
‘White Snake’ Review: A Chinese Demon Slithers to the Screen,2019-11-28,article,Review,,"['Movies', 'ANIMATED FILMS']"
Holiday Museum Guide: Where to See Art This Season,2019-11-28,article,News,,"['Art', 'Museums']"
St. Thomas Attempts a Leap From Division III to Division I,2019-11-27,article,News,,"['Football (College)', 'Basketball (College)', 'Colleges and Universities']"
Japan’s Support for Gay Marriage Is Soaring. But Can It Become Law?,2019-11-27,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Homosexuality and Bisexuality', 'Discrimination', 'Politics and Government', 'Polls and Public Opinion']"
"Homes for Sale in Brooklyn, Queens and Manhattan",2019-11-28,article,News,,['Real Estate and Housing (Residential)']
U.S. Closes Wireless Collusion Investigation With No Charges,2019-11-27,article,News,,"['Wireless Communications', 'Telephones and Telecommunications', 'Antitrust Laws and Competition Issues']"
"Suddenly, the Chinese Threat to Australia Seems Very Real",2019-11-29,article,News,,"['Politics and Government', 'Espionage and Intelligence Services', 'International Relations']"
FEMA’s Hurricane Aid to Puerto Rico and the Virgin Islands Has Stalled,2019-11-27,article,News,,"['Humanitarian Aid', 'Hurricane Maria (2017)', 'Hurricane Irma (2017)', 'United States Politics and Government']"
That Recruitment Letter From Harvard Probably Doesn’t Mean Much,2019-11-29,article,News,,"['ADMISSIONS STANDARDS', 'Blacks', 'Black People', 'Discrimination', 'AFFIRMATIVE ACTION', 'Race and Ethnicity', 'Colleges and Universities']"
Love Is Not a Tally Sheet,2019-11-29,article,Op-Ed,,"['ADOPTIONS', 'Parenting', 'Premature Babies', 'Single Persons', 'Friendship']"
Flames Coach Bill Peters Resigns After Being Accused of Using Racial Slur,2019-11-28,article,News,,"['Hockey, Ice', 'Discrimination', 'Race and Ethnicity']"
6 Dance Performances to See in N.Y.C. This Weekend,2019-11-28,article,News,,['Dancing']
Are Bruckner Symphonies Now the Proving Ground for Conductors?,2019-11-27,article,Review,,['Classical Music']
Lost and Found in Hemingway’s Spain,2019-11-29,article,Op-Ed,,"['Hikes and Hiking', 'Mountaineering', 'Books and Literature', 'Writing and Writers']"
The Worst Tech Gifts We Give (and How to Do Better),2019-11-27,article,Review,,"['Gifts', 'Batteries', 'Tablet Computers', 'Computers and the Internet', 'Black Friday and Cyber Monday (Shopping)', 'Home Appliances', 'Wireless Communications', 'Headphones and Headsets', 'Shopping and Retail']"
Evelyne Daitz Dies at 83; Ran a Vital Photography Gallery,2019-11-27,article,News,,"['Deaths (Obituaries)', 'Photography', 'Art']"
Russia Inquiry Review Is Expected to Undercut Trump Claim of F.B.I. Spying,2019-11-27,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Inspectors General', 'Presidential Election of 2016', 'Informers', 'United States Politics and Government', 'Espionage and Intelligence Services', 'Wiretapping and Other Eavesdropping Devices and Methods']"
Bernie Sanders vs. The Machine,2019-11-27,article,News,,"['Presidential Election of 2020', 'Elections, Mayors', 'Politics and Government', 'Local Government']"
Bangladesh Sentences 7 to Death Over 2016 Bakery Attack,2019-11-27,article,News,,"['Terrorism', 'Murders, Attempted Murders and Homicides']"
"Center-Right Candidate Wins in Uruguay, Ending 15 Years of Liberal Rule",2019-11-28,article,News,,['Politics and Government']
"Donald Trump Jr., Debut Author, Sees Sales Bolstered by G.O.P. Allies",2019-11-28,article,News,,"['United States Politics and Government', 'Books and Literature', 'Presidential Election of 2020', 'Conservatism (US Politics)', 'Book Trade and Publishing']"
"Texas Is Taking Over Houston’s Schools, Prompting Charges of Racism",2019-11-27,article,News,,"['Education (K-12)', 'Race and Ethnicity', 'Politics and Government', 'Voting Rights Act (1965)']"
"A College Student Was Killed by a Man Whose Catcalls She Tried to Ignore, Prosecutors Say",2019-11-27,article,News,,"['Murders, Attempted Murders and Homicides', 'Colleges and Universities', 'Sex Crimes']"
Lesson of the Day: ‘The Hoodie Enters the Museum’,2019-11-27,article,News,,[]
"Brad Gobright, a Throwback Climber on the Fringes of a Sport",2019-11-29,article,News,,"['Rock Climbing', 'Falls', 'Deaths (Fatalities)']"
Can the S.E.C. Force Repayment of Ill-Gotten Gains?,2019-11-29,article,News,,"['Securities and Commodities Violations', 'Insider Trading']"
"Jonathan Miller, Bold Director of Theater and Opera, Is Dead at 85",2019-11-27,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Art', 'Theater', 'Opera', 'Television']"
How to Break the Poverty Cycle,2019-11-27,article,Op-Ed,,"['Education (K-12)', 'Segregation and Desegregation', 'Children and Childhood', 'Education (Pre-School)', 'Colleges and Universities', 'Pregnancy and Childbirth', 'Head Start Program', 'Parenting', 'Education (Secondary)', 'Food Stamps', 'Civil Rights Movement (1954-68)']"
Roadside Bomb Kills 13 People on Their Way to Afghan Wedding,2019-11-28,article,News,,"['Improvised Explosive Devices', 'Civilian Casualties']"
Samuel D. Hunter’s Own Private Idaho,2019-11-27,article,News,,['Theater']
"A Whistle-Blower, a Collapsed Hotel, a Deportation",2019-11-29,article,Op-Ed,,"['Labor and Jobs', 'Workplace Hazards and Violations', 'Wages and Salaries', 'Illegal Immigration']"
What Does ‘Black Friday’ Even Mean Anymore?,2019-11-27,article,News,,"['Black Friday and Cyber Monday (Shopping)', 'Shopping and Retail', 'ADVERTISING AND MARKETING', 'Holidays and Special Occasions', 'your-feed-fashion']"
9 Plays and Musicals to Go to in N.Y.C. This Weekend,2019-11-28,article,News,,['Theater']
"Shmoo Cake, Persians and Spudnuts: Touring Canada’s Regional Cuisine",2019-11-29,article,News,,"['Bagels', 'Sushi', 'Cooking and Cookbooks']"
20 Art Exhibitions to View in N.Y.C. This Weekend,2019-11-28,article,News,,"['Art', 'Museums']"
"Peter Berlin, the ’70s Gay Sex Symbol, Takes New York",2019-11-27,article,News,,"['Parties (Social)', 'Books and Literature', 'Homosexuality and Bisexuality', 'Culture (Arts)']"
Is There a Double Standard for Survivors of Boko Haram?,2019-11-27,article,Letter,,['Books and Literature']
"A Good Problem for Stephen F. Austin: Distributing $137,000 in Charity",2019-11-29,article,News,,"['Basketball (College)', 'Hurricane Dorian (2019)']"
Cantankerous Sort,2019-11-28,article,News,,['Crossword Puzzles']
"‘The Body Remembers’ Review: One Prospers, the Other Doesn’t",2019-11-28,article,Review,,['Movies']
TikTok Reverses Ban on Teen Who Slammed China’s Muslim Crackdown,2019-11-28,article,News,,"['Uighurs (Chinese Ethnic Group)', 'Social Media', 'Video Recordings, Downloads and Streaming', 'Censorship', 'Muslims and Islam']"
Changing a Brooklyn Neighborhood ‘One Rope at a Time’,2019-11-27,article,News,,['Jump Rope']
Should I Break Up With My Boyfriend?,2019-11-28,article,News,,"['Customs, Etiquette and Manners']"
"In White House Turkey Ceremony, President’s Impeachment Jokes Hit Close to the Bone",2019-11-27,article,News,,"['Amnesties, Commutations and Pardons', 'Turkeys', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'Thanksgiving Day', 'United States Politics and Government']"
Does the Left Need Organized Religion?,2019-11-27,article,Letter,,"['Religion and Belief', 'Liberalism (US Politics)']"
Investigating a Famous Study About the Line Between Sanity and Madness,2019-11-27,article,Review,,"['Books and Literature', 'Mental Health and Disorders']"
The Horrible History of Thanksgiving,2019-11-27,article,Op-Ed,,"['Pilgrims (Plymouth, Mass)', 'Native Americans', 'Thanksgiving Day', 'Indigenous People']"
"When Does the New Decade Begin: This Week, or a Year From Now?",2019-11-28,article,News,,"['Space and Astronomy', 'Calendars', 'New Year']"
What’s on TV Thursday: ‘Servant’ and ‘The Godfather Part II’,2019-11-28,article,News,,"['Television', 'Movies']"
‘Temblores’ Review: Torn Between His Faith and His Sexuality,2019-11-28,article,Review,,['Movies']
"‘Feast of the Epiphany’ Review: Farm to Table, but Not in That Order",2019-11-28,article,Review,,"['Movies', 'Agriculture and Farming', 'Documentary Films and Programs']"
Climate Change Adds Wrinkle to Art Collectors’ Concerns,2019-11-29,article,News,,"['Art', 'Appraisals and Valuation (Property)', 'Insurance', 'Wills and Estates', 'Collectors and Collections', 'Disasters and Emergencies', 'Archives and Records', 'High Net Worth Individuals', 'Personal Finances']"
UPS Employees Are Arrested in Scheme to Ship Drugs and Cash,2019-11-28,article,News,,"['Drug Abuse and Traffic', 'Smuggling']"
Iraq Prime Minister Says He Will Resign Amid Protests,2019-11-29,article,News,,"['Politics and Government', 'Demonstrations, Protests and Riots', 'Corruption (Institutional)', 'Deaths (Fatalities)']"
What the Bidens Actually Did in Ukraine,2019-11-27,article,News,,"['Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Impeachment']"
Let’s Give Them Something — Anything — to Talk About,2019-11-27,article,News,,"['Thanksgiving Day', 'Computer and Video Games', 'Mobile Applications', 'your-feed-selfcare']"
New Jersey Grapples With Far-Right Extremism After Arrests,2019-11-29,article,News,,"['Neo Nazi Groups', 'ANTI-SEMITISM', 'Fringe Groups and Movements', 'Terrorism']"
The Wisdom Your Body Knows,2019-11-28,article,Op-Ed,,"['Brain', 'Vagus Nerve', 'Heart']"
6 Drug Companies’ Role in Opioid Epidemic Scrutinized by Prosecutors,2019-11-27,article,News,,"['Opioids and Opiates', 'Drugs (Pharmaceuticals)']"
One Thing You Can Do: Sustainable Holiday Shopping,2019-11-27,article,News,,"['Global Warming', 'Black Friday and Cyber Monday (Shopping)', 'Weather', 'Disasters and Emergencies']"
Trump Says U.S. Will Designate Drug Cartels in Mexico as Terrorist Groups,2019-11-27,article,News,,"['Politics and Government', 'Mormon Family Massacre (Mexico, 2019)', 'Drug Cartels', 'Terrorism', 'Drug Abuse and Traffic']"
Espionage and Interference? Australia Grapples With Its China Relationship,2019-11-29,article,briefing,,"['Politics and Government', 'Defectors (Political)', 'Espionage and Intelligence Services']"
Love Letter: Do Labels Even Matter?,2019-11-29,article,News,,"['Dating and Relationships', 'Modern Love (Times Column)', 'Families and Family Life']"
"North Korea Launches 2 Rockets, South Says",2019-11-28,article,News,,['ARMS CONTROL AND LIMITATION AND DISARMAMENT']
9 Things to Do With Your Kids in N.Y.C. This Weekend,2019-11-28,article,News,,['Children and Childhood']
Basic Impeachment Facts to Keep Handy for Holiday Discussions,2019-11-27,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'United States Politics and Government']"
Your Portfolio Is Probably Doing Great. That’s Bad News for the Future.,2019-11-27,article,News,,"['Stocks and Bonds', 'United States Economy', 'Inflation (Economics)', 'Banking and Financial Institutions', 'Interest Rates', 'Credit and Debt', 'Recession and Depression']"
Brain Trust,2019-11-27,article,News,,['Books and Literature']
"In Afghanistan, Trump Creates Confusion Over U.S. Policy on Taliban",2019-11-29,article,News,,"['United States International Relations', 'United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Politics and Government']"
7 Great Shorter Stories for the Elementary School Years,2019-11-27,article,News,,"['Books and Literature', 'Education (K-12)', 'Children and Childhood', 'Newbery Medal', 'Parenting', 'Reading and Writing Skills (Education)']"
5 Comedy Shows to Catch in N.Y.C. This Weekend,2019-11-28,article,News,,['Comedy and Humor']
Antiquities Expert Charged With Trafficking in Cambodian Artifacts,2019-11-27,article,News,,"['Arts and Antiquities Looting', 'Smuggling', 'Art', 'Frauds and Swindling']"
When a Disappointment Helped Lead to a Nobel Prize,2019-11-29,article,News,,"['Education (K-12)', 'Economics (Theory and Philosophy)', 'Textbooks', 'Research', 'Nobel Prizes', 'Poverty', 'Nonprofit Organizations', 'Discrimination', 'Graduate Schools and Students']"
New in Paperback: ‘The Parisian’ and ‘Black Moses’,2019-11-27,article,List,,['Books and Literature']
"Where’s Lindsey? After G.O.P. Outcry, Graham Emerges as a Trump Defender",2019-11-29,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'United States Politics and Government']"
"Capturing a Shooting Survivor’s Long Recovery, With Humanity",2019-11-28,article,News,,"['El Paso, Tex, Shooting (2019)', 'Mass Shootings', 'Mexican-Americans']"
